Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sale_level,nu_Item_sale,Store_running_from
DRM37,12.857645184135976,1,0.168780127,Soft Drinks,197.8768,OUT019,1985,1.0,1,1,197.0768,3,0.9959570803651564,28
FDX40,12.85,3,0.099193899,Frozen Foods,38.1164,OUT045,2002,3.0,3,3,656.4788,3,17.22300112287624,11
DRG15,6.13,3,0.076721393,Dairy,59.4536,OUT035,2004,1.0,3,3,2021.3688,2,33.99909845661154,9
FDV19,12.857645184135976,2,0.06173052,Fruits and Vegetables,159.1578,OUT019,1985,1.0,1,1,160.4578,3,1.0081679942798907,28
DRF01,5.655,3,0.174934513,Soft Drinks,145.0102,OUT013,1987,2.0,2,3,1895.5326,3,13.071719092863813,26
NCV54,11.1,3,0.0,Household,119.1124,OUT046,1997,1.0,1,3,1303.6364,3,10.944590151822986,16
FDO21,11.6,2,0.009802791,Snack Foods,223.0404,OUT018,2009,3.0,2,2,1125.202,3,5.04483492676663,4
FDA40,16.0,2,0.09942555,Frozen Foods,87.0856,OUT049,1999,3.0,1,3,527.3136,3,6.055118182569793,14
FDE59,12.15,3,0.062384659,Starchy Foods,34.6532,OUT049,1999,3.0,1,3,719.064,3,20.750291459374605,14
FDX47,6.55,2,0.034745307,Breads,158.8288,OUT018,2009,3.0,2,2,4399.6064,1,27.700306241689162,4
FDW34,9.6,3,0.035579135,Snack Foods,244.417,OUT046,1997,1.0,1,3,1944.136,3,7.954176673471976,16
NCM30,19.1,3,0.067569539,Household,43.0796,OUT018,2009,3.0,2,2,619.194,3,14.373253233549057,4
FDA02,14.0,2,0.029697925,Dairy,143.0786,OUT013,1987,2.0,2,3,3178.5292,2,22.215266294190744,26
FDV19,14.85,2,0.03525037,Fruits and Vegetables,160.9578,OUT035,2004,1.0,3,3,2246.4092,2,13.956510339977312,9
FDT48,4.92,1,0.045916788,Baking Goods,198.8084,OUT013,1987,2.0,2,3,2976.1259999999997,2,14.969820188684178,26
FDD09,13.5,3,0.021539999,Fruits and Vegetables,182.4976,OUT045,2002,3.0,3,3,1629.8784,3,8.93095799615995,11
FDZ25,15.7,2,0.027673055,Canned,169.27900000000002,OUT045,2002,3.0,3,3,3735.138,2,22.064981480278117,11
NCE19,8.97,3,0.092997032,Household,55.2956,OUT035,2004,1.0,3,3,873.5296,3,15.797452238514456,9
DRE25,15.35,3,0.073283193,Soft Drinks,91.81200000000001,OUT046,1997,1.0,1,3,1771.0279999999998,3,19.28972247636474,16
FDC14,12.857645184135976,2,0.041049322,Canned,41.2454,OUT027,1985,3.0,2,4,1342.2528,3,32.5430908658905,28
FDO15,12.857645184135976,2,0.008525061,Meat,72.5038,OUT027,1985,3.0,2,4,2512.7292,2,34.65651731357529,28
FDC46,17.7,3,0.117201696,Snack Foods,184.0266,OUT017,2007,3.0,3,3,2397.5458,2,13.028256784617005,6
NCX42,6.36,3,0.005977465,Household,163.3526,OUT035,2004,1.0,3,3,2631.2416,2,16.10774239283611,9
FDK52,12.857645184135976,3,0.0,Frozen Foods,225.3062,OUT027,1985,3.0,2,4,4288.4178,1,19.033731872447365,28
FDD04,12.857645184135976,3,0.157528118,Dairy,142.9154,OUT019,1985,1.0,1,1,141.8154,3,0.9923031387800055,28
FDF12,8.235,3,0.08242785400000001,Baking Goods,149.3076,OUT046,1997,1.0,1,3,2808.3444,2,18.809118892809206,16
NCL41,12.35,3,0.041802518,Health and Hygiene,34.8216,OUT049,1999,3.0,1,3,311.5944,3,8.948307946791648,14
NCW41,18.0,3,0.015450376000000002,Health and Hygiene,158.9604,OUT046,1997,1.0,1,3,1584.604,3,9.968545625199736,16
FDO60,20.0,3,0.05752754400000001,Baking Goods,43.1086,OUT010,1998,1.0,2,1,89.2172,3,2.069591682402119,15
FDZ55,6.055,3,0.025512207000000002,Fruits and Vegetables,159.692,OUT018,2009,3.0,2,2,5592.72,1,35.02191719059189,4
FDZ59,6.63,1,0.174110803,Baking Goods,166.85,OUT010,1998,1.0,2,1,499.35,3,2.992807911297573,15
FDO24,12.857645184135976,3,0.175362333,Baking Goods,158.9604,OUT027,1985,3.0,2,4,4436.8912,1,27.91192775055926,28
FDW14,8.3,2,0.038367194,Dairy,87.1198,OUT018,2009,3.0,2,2,959.4178,3,11.012626291612241,4
FDD40,20.25,2,0.014781046,Dairy,193.8162,OUT013,1987,2.0,2,3,3463.4916,2,17.869979908800193,26
FDJ38,8.6,2,0.040268043999999996,Canned,191.453,OUT049,1999,3.0,1,3,1707.777,3,8.920084824996213,14
NCO54,19.5,3,0.014355033,Household,55.4614,OUT017,2007,3.0,3,3,552.614,3,9.96393888361996,6
FDJ10,5.095,2,0.129766301,Snack Foods,141.6838,OUT045,2002,3.0,3,3,3231.1274,2,22.805200029925793,11
FDK27,11.0,3,0.008997141,Meat,119.9756,OUT017,2007,3.0,3,3,1938.8096,3,16.16003253994979,6
FDR09,18.25,3,0.07784544,Snack Foods,260.5962,OUT049,1999,3.0,1,3,3884.9429999999998,2,14.907903492069337,14
FDO60,20.0,3,0.0,Baking Goods,43.4086,OUT018,2009,3.0,2,2,401.4774,3,9.248798625157226,4
FDX50,12.857645184135976,3,0.074265816,Dairy,109.5228,OUT027,1985,3.0,2,4,3757.7752,2,34.31043764403393,28
FDR44,12.857645184135976,2,0.10242248699999999,Fruits and Vegetables,131.4968,OUT027,1985,3.0,2,4,1565.9616,3,11.90874302644627,28
FDD17,7.5,3,0.032811503,Frozen Foods,239.6906,OUT017,2007,3.0,3,3,2614.5966,2,10.90821500718009,6
FDI60,7.22,2,0.038477325,Baking Goods,62.951,OUT018,2009,3.0,2,2,1138.518,3,18.085781004273166,4
FDH31,12.0,2,0.020411155,Meat,98.6042,OUT046,1997,1.0,1,3,1091.2462,3,11.066934268520003,16
FDL50,12.15,2,0.042552418,Canned,123.5046,OUT017,2007,3.0,3,3,1743.0644,3,14.11335610171605,6
FDO21,11.6,2,0.009818244,Snack Foods,223.1404,OUT017,2007,3.0,3,3,5175.9292,1,23.19584082487976,6
FDW12,8.315,2,0.035572183,Baking Goods,144.4444,OUT046,1997,1.0,1,3,2902.888,2,20.09692310674557,16
FDT15,12.15,2,0.04274788,Meat,183.695,OUT049,1999,3.0,1,3,2929.52,2,15.947739459430034,14
FDV25,5.905,3,0.04572322,Canned,222.1456,OUT049,1999,3.0,1,3,5747.1856,1,25.87125560893396,14
DRH13,8.575,3,0.023934398,Soft Drinks,105.82799999999999,OUT045,2002,3.0,3,3,958.752,3,9.059530559020297,11
FDG21,17.35,2,0.146527359,Seafood,147.905,OUT049,1999,3.0,1,3,2247.075,2,15.192691254521481,14
NCI55,18.6,3,0.012651171999999999,Household,123.1414,OUT035,2004,1.0,3,3,2314.9866,2,18.799417580115218,9
NCO06,12.857645184135976,3,0.10750729099999999,Household,34.8558,OUT027,1985,3.0,2,4,441.4254,3,12.66433133079717,28
FDR27,15.1,2,0.096295326,Meat,133.4942,OUT045,2002,3.0,3,3,1457.4362,3,10.91759941630423,11
FDA22,12.857645184135976,3,0.0,Starchy Foods,167.5158,OUT027,1985,3.0,2,4,4345.0108,1,25.937916304014305,28
FDS03,7.825,3,0.079613553,Meat,65.0826,OUT035,2004,1.0,3,3,1162.4868,3,17.861714190889728,9
FDZ12,9.17,3,0.10339830900000001,Baking Goods,143.947,OUT018,2009,3.0,2,2,2576.646,2,17.899963180892968,4
FDJ20,20.7,2,0.16767231,Fruits and Vegetables,124.2388,OUT010,1998,1.0,2,1,247.6776,3,1.993560787773224,15
FDV09,12.1,3,0.020551458,Snack Foods,146.6734,OUT013,1987,2.0,2,3,2227.101,2,15.184082458032611,26
FDW09,13.65,2,0.025961116,Snack Foods,80.4302,OUT049,1999,3.0,1,3,316.9208,3,3.9403209242299533,14
FDS36,8.38,2,0.046960237,Baking Goods,111.85700000000001,OUT049,1999,3.0,1,3,2966.139,2,26.51724076275959,14
FDY19,19.75,3,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,3.0,2,2,2239.0854,2,18.68292800963899,4
DRC49,8.67,3,0.065436581,Soft Drinks,142.9128,OUT046,1997,1.0,1,3,2013.3792,2,14.088165650662502,16
FDN12,15.6,3,0.08126841,Baking Goods,110.2544,OUT045,2002,3.0,3,3,1789.6704,3,16.232190279934404,11
FDJ03,12.35,2,0.072689818,Dairy,48.7692,OUT018,2009,3.0,2,2,788.3072,3,16.16403795838357,4
FDC46,17.7,3,0.116723677,Snack Foods,182.4266,OUT049,1999,3.0,1,3,5163.9448,1,28.306972776996336,14
FDM02,12.5,2,0.074035423,Canned,87.9198,OUT018,2009,3.0,2,2,1133.8574,3,12.896496579837535,4
FDV20,20.2,2,0.059751637999999996,Fruits and Vegetables,129.1678,OUT013,1987,2.0,2,3,1017.3424,3,7.876130119116374,26
NCH07,13.15,3,0.09285496300000001,Household,158.7604,OUT045,2002,3.0,3,3,3010.7476,2,18.964096840269992,11
FDL28,12.857645184135976,2,0.0,Frozen Foods,230.0668,OUT019,1985,1.0,1,1,691.1004,3,3.0039119073243077,28
FDJ46,12.857645184135976,3,0.044606379,Snack Foods,174.2054,OUT027,1985,3.0,2,4,4377.635,1,25.12915787914726,28
FDQ34,10.85,3,0.16210760300000002,Snack Foods,106.3622,OUT013,1987,2.0,2,3,2117.244,2,19.90598163633321,26
NCD42,12.857645184135976,3,0.0,Health and Hygiene,37.3506,OUT027,1985,3.0,2,4,1024.6662,3,27.433727972241407,28
FDO34,17.7,3,0.030060895,Snack Foods,166.4816,OUT018,2009,3.0,2,2,2013.3792,2,12.093704048975985,4
FDX60,14.35,3,0.081050006,Baking Goods,79.196,OUT017,2007,3.0,3,3,1278.336,3,16.141421283903227,6
FDZ28,20.0,2,0.051783761,Frozen Foods,125.8678,OUT017,2007,3.0,3,3,3433.5306,2,27.27886401446597,6
FDT36,12.3,3,0.0,Baking Goods,37.2874,OUT013,1987,2.0,2,3,705.748,3,18.92725156487178,26
FDL24,10.3,2,0.024998007000000003,Baking Goods,174.4422,OUT018,2009,3.0,2,2,3448.844,2,19.77069768668361,4
FDJ58,15.6,2,0.10520844800000001,Snack Foods,170.5764,OUT013,1987,2.0,2,3,4466.1864,1,26.182909241841188,26
FDY12,9.8,2,0.14118383,Baking Goods,50.5008,OUT018,2009,3.0,2,2,253.00400000000002,3,5.009900833254127,4
FDP58,11.1,3,0.13569283099999999,Snack Foods,220.0482,OUT018,2009,3.0,2,2,2628.5784,2,11.945466493250114,4
FDC41,12.857645184135976,3,0.11634708699999999,Frozen Foods,76.867,OUT027,1985,3.0,2,4,2526.7110000000002,2,32.87120610925365,28
FDY07,11.8,3,0.12150063,Fruits and Vegetables,46.8402,OUT013,1987,2.0,2,3,413.4618,3,8.82707161796918,26
FDN08,7.72,2,0.088864488,Fruits and Vegetables,119.3466,OUT017,2007,3.0,3,3,3064.0116,2,25.673220686638746,6
FDJ53,12.857645184135976,3,0.070912843,Frozen Foods,121.5098,OUT027,1985,3.0,2,4,2410.196,2,19.835404222540074,28
FDX04,19.6,2,0.041571557,Frozen Foods,49.9376,OUT046,1997,1.0,1,3,623.1888,3,12.479350229085899,16
FDZ19,6.425,3,0.09345489900000001,Fruits and Vegetables,175.3712,OUT046,1997,1.0,1,3,2988.1104,2,17.038774895763957,16
FDB45,20.85,3,0.021329793,Fruits and Vegetables,105.5306,OUT046,1997,1.0,1,3,940.7754,3,8.914716679332818,16
NCF54,18.0,3,0.07929947400000001,Household,170.5422,OUT010,1998,1.0,2,1,344.8844,3,2.022281875101881,15
FDX21,7.05,3,0.08513833400000001,Snack Foods,108.6912,OUT045,2002,3.0,3,3,1310.2944,3,12.055202261084615,11
FDA50,16.25,3,0.08717513699999999,Dairy,98.34100000000001,OUT046,1997,1.0,1,3,1351.5739999999998,3,13.743748792467025,16
DRH39,20.7,3,0.093214498,Dairy,74.667,OUT017,2007,3.0,3,3,2143.876,2,28.71249681921063,6
FDA38,5.44,3,0.025458716,Dairy,241.2538,OUT013,1987,2.0,2,3,3124.5994,2,12.95150335455856,26
NCP30,20.5,3,0.032741422,Household,40.4822,OUT013,1987,2.0,2,3,589.2330000000001,3,14.555360133589579,26
FDW19,12.35,2,0.038560278999999996,Fruits and Vegetables,109.85700000000001,OUT049,1999,3.0,1,3,1208.427,3,10.999999999999998,14
FDF41,12.857645184135976,3,0.130544568,Frozen Foods,248.046,OUT027,1985,3.0,2,4,7883.071999999999,1,31.78068584052958,28
DRF23,4.61,3,0.122629121,Hard Drinks,175.4396,OUT035,2004,1.0,3,3,2616.594,2,14.914500489057202,9
NCP14,8.275,3,0.110913601,Household,106.3306,OUT017,2007,3.0,3,3,1254.3672,3,11.796859981980727,6
FDK44,12.857645184135976,3,0.121635591,Fruits and Vegetables,175.4738,OUT027,1985,3.0,2,4,2954.1546,2,16.835303048090367,28
DRA59,8.27,2,0.128449055,Soft Drinks,186.5924,OUT018,2009,3.0,2,2,4442.2176,1,23.807066097011454,4
FDC28,7.905,3,0.055098434,Frozen Foods,109.2254,OUT045,2002,3.0,3,3,976.7286,3,8.94232110846012,11
NCO53,16.2,3,0.0,Health and Hygiene,182.1608,OUT049,1999,3.0,1,3,3123.9336,2,17.14931862398496,14
FDY55,12.857645184135976,1,0.0,Fruits and Vegetables,258.3988,OUT019,1985,1.0,1,1,256.9988,3,0.994582018182747,28
NCS54,13.6,3,0.010013429,Household,176.437,OUT045,2002,3.0,3,3,4587.362,1,26.0,11
NCM07,9.395,3,0.040187877000000004,Others,85.6908,OUT017,2007,3.0,3,3,1593.9252,3,18.600890644036465,6
FDQ19,7.35,1,0.024044278999999998,Fruits and Vegetables,241.0512,OUT010,1998,1.0,2,1,242.3512,3,1.0053930451290016,15
FDS40,15.35,3,0.014007727,Frozen Foods,38.319,OUT013,1987,2.0,2,3,292.952,3,7.645084683838304,26
FDC14,14.5,2,0.041214746000000003,Canned,42.0454,OUT013,1987,2.0,2,3,629.181,3,14.964324278042307,26
FDR12,12.6,2,0.031663212,Baking Goods,173.2764,OUT018,2009,3.0,2,2,1030.6584,3,5.948059862739531,4
FDM60,10.8,2,0.0,Baking Goods,39.3138,OUT013,1987,2.0,2,3,1015.345,3,25.82668172499224,26
FDG26,18.85,3,0.042716162,Canned,257.83299999999997,OUT049,1999,3.0,1,3,3332.329,2,12.924369650122369,14
NCL55,12.15,3,0.06479182,Others,254.00400000000002,OUT045,2002,3.0,3,3,2277.036,2,8.964567487126187,11
FDO21,11.6,2,0.009761175,Snack Foods,226.9404,OUT035,2004,1.0,3,3,1800.3232,3,7.933022062180203,9
NCG18,15.3,3,0.02295878,Household,101.6332,OUT013,1987,2.0,2,3,1845.5976,3,18.159396732563767,26
FDA27,20.35,2,0.030927632000000004,Dairy,256.8672,OUT046,1997,1.0,1,3,3579.3408,2,13.934596554172739,16
DRG03,14.5,3,0.103752817,Dairy,155.1998,OUT010,1998,1.0,2,1,307.5996,3,1.981958739637551,15
FDC22,6.89,2,0.136428395,Snack Foods,193.982,OUT046,1997,1.0,1,3,1737.7379999999998,3,8.958243548370467,16
FDC21,14.6,2,0.071904258,Fruits and Vegetables,106.8254,OUT010,1998,1.0,2,1,108.5254,3,1.015913818249218,15
FDN50,16.85,1,0.026627857,Canned,93.712,OUT018,2009,3.0,2,2,745.696,3,7.957316032098344,4
DRF27,8.93,3,0.028393624,Dairy,153.434,OUT013,1987,2.0,2,3,1378.2060000000001,3,8.982402857254586,26
FDW57,8.31,2,0.116331694,Snack Foods,176.9028,OUT017,2007,3.0,3,3,3010.7476,2,17.01921959403695,6
FDM34,19.0,3,0.112893408,Snack Foods,131.0626,OUT010,1998,1.0,2,1,524.6504,3,4.003051976689002,15
FDZ39,12.857645184135976,2,0.017937483,Meat,103.499,OUT027,1985,3.0,2,4,1547.985,3,14.95652131904656,28
FDU28,12.857645184135976,2,0.164438907,Frozen Foods,188.4214,OUT019,1985,1.0,1,1,376.8428,3,2.0,28
FDQ27,5.19,2,0.044252621,Meat,102.59899999999999,OUT046,1997,1.0,1,3,1651.184,3,16.093568163432394,16
FDQ52,17.0,3,0.12006027400000001,Frozen Foods,246.5434,OUT017,2007,3.0,3,3,4470.1812,1,18.13141702434541,6
FDT51,11.65,2,0.010909704,Meat,110.8544,OUT013,1987,2.0,2,3,1677.816,3,15.135312626291785,26
NCI30,20.25,3,0.059055045,Household,247.34599999999998,OUT045,2002,3.0,3,3,1970.7679999999998,3,7.967656642921252,11
NCX29,10.0,3,0.149223055,Health and Hygiene,145.8102,OUT010,1998,1.0,2,1,874.8612,3,6.0,15
FDX38,12.857645184135976,2,0.084404264,Dairy,49.5376,OUT019,1985,1.0,1,1,143.8128,3,2.903103904912632,28
FDO08,11.1,2,0.054079555999999994,Fruits and Vegetables,165.9526,OUT017,2007,3.0,3,3,2631.2416,2,15.855380391750415,6
FDM15,11.8,1,0.057655492999999995,Meat,152.6366,OUT018,2009,3.0,2,2,1662.5026,3,10.891900107837833,4
FDW22,9.695,2,0.030413777000000003,Snack Foods,221.3114,OUT018,2009,3.0,2,2,2217.114,2,10.01807408023265,4
FDT08,13.65,3,0.049496899000000004,Fruits and Vegetables,151.505,OUT017,2007,3.0,3,3,2846.295,2,18.78680571598297,6
FDS32,17.75,2,0.029653914,Fruits and Vegetables,140.5838,OUT046,1997,1.0,1,3,2669.1922,2,18.9864849292735,16
NCI06,11.3,3,0.047912070999999994,Household,179.86599999999999,OUT018,2009,3.0,2,2,1258.362,3,6.996108213892565,4
FDR21,12.857645184135976,3,0.066611321,Snack Foods,178.237,OUT027,1985,3.0,2,4,3705.177,2,20.787922821860782,28
FDD05,19.35,3,0.016611475,Frozen Foods,122.0098,OUT046,1997,1.0,1,3,2651.2156,2,21.729529923006186,16
FDZ02,6.905,2,0.03822479,Dairy,99.8726,OUT045,2002,3.0,3,3,587.2356,3,5.879846924982427,11
FDH47,13.5,2,0.12901648699999999,Starchy Foods,98.4068,OUT049,1999,3.0,1,3,1846.9292,3,18.768308694114634,14
FDM58,16.85,2,0.080141165,Snack Foods,111.4544,OUT017,2007,3.0,3,3,2013.3792,2,18.064600410571497,6
FDG09,20.6,2,0.0480335,Fruits and Vegetables,188.2556,OUT045,2002,3.0,3,3,3755.112,2,19.946880730241226,11
FDO27,6.175,2,0.17935589300000002,Meat,94.1752,OUT049,1999,3.0,1,3,575.2512,3,6.108308769187642,14
FDI41,18.5,2,0.06251052900000001,Frozen Foods,146.8418,OUT018,2009,3.0,2,2,2059.9852,2,14.028602209997425,4
FDK34,13.35,3,0.038519398999999996,Snack Foods,236.8564,OUT035,2004,1.0,3,3,5005.4844,1,21.132991973195573,9
NCX54,12.857645184135976,3,0.047827139000000005,Household,105.3622,OUT027,1985,3.0,2,4,3387.5904,2,32.151857117638016,28
FDL14,8.115,2,0.032208865,Canned,154.9972,OUT049,1999,3.0,1,3,3739.1328,2,24.123873205451453,14
FDA13,15.85,3,0.078874948,Canned,37.4506,OUT018,2009,3.0,2,2,303.6048,3,8.106807367572214,4
FDS11,12.857645184135976,2,0.097275777,Breads,223.9088,OUT019,1985,1.0,1,1,223.7088,3,0.9991067791886696,28
FDT43,16.35,3,0.020664178000000002,Fruits and Vegetables,50.8324,OUT017,2007,3.0,3,3,1298.31,3,25.54099353955351,6
FDR07,21.35,3,0.078060605,Fruits and Vegetables,96.0094,OUT018,2009,3.0,2,2,380.8376,3,3.966669930235998,4
FDF41,12.15,3,0.131714183,Frozen Foods,245.84599999999998,OUT018,2009,3.0,2,2,4434.228,1,18.036608283234223,4
DRM23,16.6,3,0.135944247,Hard Drinks,172.0422,OUT049,1999,3.0,1,3,2586.633,2,15.03487516434921,14
FDO52,11.6,2,0.077478931,Frozen Foods,170.3106,OUT018,2009,3.0,2,2,4277.765,1,25.117432502733244,4
FDD10,20.6,2,0.046114018,Snack Foods,178.2344,OUT045,2002,3.0,3,3,1070.6064,3,6.006732707041962,11
FDN38,12.857645184135976,2,0.161030847,Canned,251.2408,OUT019,1985,1.0,1,1,1001.3632,3,3.985671117111552,28
FDE17,20.1,2,0.054455495,Frozen Foods,149.5366,OUT046,1997,1.0,1,3,2871.5954,2,19.20329471179631,16
FDZ03,13.65,2,0.0,Dairy,186.024,OUT018,2009,3.0,2,2,4287.752,1,23.049455984174088,4
FDD03,13.3,3,0.080257683,Dairy,232.63,OUT017,2007,3.0,3,3,1864.24,3,8.013755749473413,6
NCW18,12.857645184135976,3,0.059037538,Household,237.7248,OUT027,1985,3.0,2,4,2607.2728,2,10.96760960572898,28
DRG36,12.857645184135976,1,0.094916347,Soft Drinks,172.3106,OUT027,1985,3.0,2,4,4277.765,1,24.825895795151318,28
FDT43,16.35,3,0.034393057000000005,Fruits and Vegetables,50.8324,OUT010,1998,1.0,2,1,155.7972,3,3.0649192247464216,15
NCU17,5.32,3,0.09326167699999999,Health and Hygiene,100.9674,OUT018,2009,3.0,2,2,1222.4088,3,12.106965218476459,4
FDH50,15.0,2,0.16143544,Canned,185.1266,OUT046,1997,1.0,1,3,2766.3990000000003,2,14.943282056711464,16
FDU57,8.27,2,0.089479661,Snack Foods,148.6708,OUT013,1987,2.0,2,3,2106.5912,2,14.169502013845353,26
FDA56,12.857645184135976,3,0.008722342,Fruits and Vegetables,123.5414,OUT027,1985,3.0,2,4,4508.1318,1,36.490858934737666,28
FDZ15,13.1,3,0.020988798,Dairy,117.7782,OUT017,2007,3.0,3,3,1191.782,3,10.118867498399533,6
FDY51,12.5,3,0.081260969,Meat,221.7798,OUT049,1999,3.0,1,3,3085.3172,2,13.911624052325775,14
DRF03,19.1,3,0.045308130999999995,Dairy,42.5138,OUT046,1997,1.0,1,3,649.8208,3,15.284938067168776,16
NCV06,11.3,3,0.06705851,Household,194.0478,OUT017,2007,3.0,3,3,3293.7126,2,16.97371781591958,6
FDA21,13.65,3,0.035930784,Snack Foods,184.4924,OUT013,1987,2.0,2,3,9069.5276,1,49.15935615776042,26
NCQ53,12.857645184135976,1,0.018813776,Health and Hygiene,235.25900000000001,OUT027,1985,3.0,2,4,5672.616,1,24.112216748349688,28
NCO29,12.857645184135976,3,0.032099989,Health and Hygiene,164.1526,OUT027,1985,3.0,2,4,2960.1468,2,18.032896219737,28
FDT26,18.85,2,0.06823032,Dairy,121.044,OUT018,2009,3.0,2,2,1557.9720000000002,3,12.871121245167048,4
FDI21,5.59,2,0.056592115,Snack Foods,65.0168,OUT035,2004,1.0,3,3,447.4176,3,6.881569071378474,9
NCI55,18.6,3,0.012643035,Household,119.8414,OUT013,1987,2.0,2,3,365.5242,3,3.05006617078906,26
FDZ04,9.31,3,0.06352904599999999,Frozen Foods,63.751000000000005,OUT010,1998,1.0,2,1,126.50200000000001,3,1.9843139715455445,15
FDL27,6.17,3,0.010630948999999999,Meat,65.9826,OUT046,1997,1.0,1,3,1162.4868,3,17.61808113047985,16
FDS45,5.175,2,0.029490377,Snack Foods,107.6622,OUT035,2004,1.0,3,3,2858.2794,2,26.54858808384001,9
NCG43,12.857645184135976,3,0.12998368800000001,Household,93.0462,OUT019,1985,1.0,1,1,185.0924,3,1.9892526508336719,28
FDU28,19.2,2,0.094300933,Frozen Foods,187.5214,OUT018,2009,3.0,2,2,1695.7926,3,9.043195070002676,4
FDO20,12.85,2,0.152001201,Fruits and Vegetables,252.3382,OUT013,1987,2.0,2,3,6056.1168,1,24.0,26
NCG55,16.25,3,0.039113587000000005,Household,116.0176,OUT013,1987,2.0,2,3,1488.7288,3,12.831922053205721,26
NCM42,6.13,3,0.02848169,Household,110.4912,OUT017,2007,3.0,3,3,1310.2944,3,11.85881228550328,6
NCG07,12.3,3,0.05271592,Household,189.653,OUT018,2009,3.0,2,2,569.259,3,3.001581836301034,4
NCQ29,12.857645184135976,3,0.182493512,Health and Hygiene,258.8278,OUT019,1985,1.0,1,1,1041.3112,3,4.023181435688129,28
NCV05,10.1,3,0.050562853,Health and Hygiene,153.3656,OUT010,1998,1.0,2,1,463.3968,3,3.0215172111607815,15
NCO02,11.15,3,0.07366703,Others,66.2142,OUT018,2009,3.0,2,2,131.8284,3,1.990938499596763,4
FDH19,19.35,3,0.03322326,Meat,172.0738,OUT018,2009,3.0,2,2,3301.7022,2,19.187710156921042,4
DRG13,17.25,3,0.037396492,Soft Drinks,165.6526,OUT017,2007,3.0,3,3,1808.9786,3,10.920315165593536,6
FDI57,19.85,3,0.054015429000000004,Seafood,196.3768,OUT035,2004,1.0,3,3,4138.6128,1,21.074856092980433,9
FDX51,9.5,2,0.02210346,Meat,194.7452,OUT045,2002,3.0,3,3,1370.2164,3,7.035944403251017,11
FDW33,9.395,3,0.09927469400000001,Snack Foods,104.52799999999999,OUT049,1999,3.0,1,3,852.2239999999999,3,8.153069034134395,14
DRE12,4.59,3,0.070721656,Soft Drinks,113.286,OUT013,1987,2.0,2,3,1471.418,3,12.988524619105625,26
FDY31,5.98,3,0.043554614000000005,Fruits and Vegetables,148.2418,OUT035,2004,1.0,3,3,2354.2688,2,15.88127505197589,9
FDR31,6.46,2,0.04923932,Fruits and Vegetables,144.4102,OUT049,1999,3.0,1,3,4374.306,1,30.29083818179048,14
FDS55,7.02,3,0.08114883,Fruits and Vegetables,146.8734,OUT035,2004,1.0,3,3,3563.3616,2,24.26144965664307,9
DRL60,8.52,3,0.027054243999999998,Soft Drinks,151.5682,OUT035,2004,1.0,3,3,3506.7686,2,23.136572183347166,9
FDW55,12.6,2,0.036773101,Fruits and Vegetables,250.3092,OUT010,1998,1.0,2,1,249.0092,3,0.9948064234155196,15
FDT11,5.94,2,0.049163320999999996,Breads,186.4556,OUT010,1998,1.0,2,1,563.2668,3,3.0209165077369624,15
FDO50,16.25,3,0.078168739,Canned,91.3804,OUT046,1997,1.0,1,3,1653.8472,3,18.0984893915982,16
FDD28,10.695,3,0.05337973,Frozen Foods,56.7904,OUT049,1999,3.0,1,3,1113.2176,3,19.602214458781766,14
FDN28,5.88,2,0.030418998,Frozen Foods,103.09899999999999,OUT017,2007,3.0,3,3,1341.5870000000002,3,13.012609239662853,6
FDS35,9.3,1,0.11167358699999999,Breads,65.7826,OUT018,2009,3.0,2,2,968.7389999999999,3,14.726371411285049,4
FDB38,19.5,2,0.027341529,Canned,158.292,OUT035,2004,1.0,3,3,3994.8,2,25.23690394966265,9
FDT07,5.82,2,0.077634044,Fruits and Vegetables,256.433,OUT018,2009,3.0,2,2,3844.995,2,14.994150518848977,4
FDC53,8.68,3,0.008835694,Frozen Foods,96.5384,OUT046,1997,1.0,1,3,1182.4608,3,12.24860573616302,16
NCT41,15.7,3,0.055990291,Health and Hygiene,153.2024,OUT046,1997,1.0,1,3,3795.06,2,24.77154404891829,16
FDR40,12.857645184135976,2,0.00799548,Frozen Foods,78.5618,OUT027,1985,3.0,2,4,2255.7304,2,28.71281462491949,28
FDH32,12.8,3,0.076369874,Fruits and Vegetables,97.241,OUT018,2009,3.0,2,2,1448.115,3,14.8920208554005,4
FDN60,15.1,3,0.095351065,Baking Goods,158.6604,OUT045,2002,3.0,3,3,2535.3664,2,15.97983113618773,11
FDR33,7.31,3,0.026783871,Snack Foods,108.15700000000001,OUT035,2004,1.0,3,3,1098.57,3,10.157178915835312,9
FDB59,12.857645184135976,3,0.01520491,Snack Foods,197.2084,OUT027,1985,3.0,2,4,4166.5764,1,21.127783603538184,28
FDS07,12.35,3,0.099757833,Fruits and Vegetables,113.9518,OUT046,1997,1.0,1,3,910.8144,3,7.992979487818533,16
FDD02,16.6,1,0.0,Canned,117.3124,OUT013,1987,2.0,2,3,2014.7108,2,17.173894660751976,26
FDH05,14.35,2,0.09089645199999999,Frozen Foods,231.2984,OUT035,2004,1.0,3,3,6024.1584,1,26.044963562220925,9
