Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,OUT010,OUT013,OUT017,OUT018,OUT019,OUT027,OUT035,OUT045,OUT046,OUT049
NCP42,8.51,0,0.016176344,2,192.1478,4,1,2,1,1937.4779999999998,0,0,0,1,0,0,0,0,0,0
FDK38,6.65,0,0.089196394,0,147.0734,15,2,2,0,296.9468,1,0,0,0,0,0,0,0,0,0
NCC43,7.39,0,0.092782895,2,252.6066,16,0,0,2,2259.0594,0,0,0,0,0,0,0,0,1,0
FDH57,10.895,0,0.0358031,2,130.3284,14,1,0,2,2504.7396,0,0,0,0,0,0,0,0,0,1
FDQ25,8.63,1,0.028271345,0,170.5422,9,0,2,2,2069.3064,0,0,0,0,0,0,1,0,0,0
FDA11,7.75,0,0.043238822,2,92.5436,16,0,0,2,1701.7848,0,0,0,0,0,0,0,0,1,0
FDG31,12.15,0,0.037955309,1,62.8826,14,1,0,2,710.4086,0,0,0,0,0,0,0,0,0,1
FDW28,18.25,0,0.08918608300000001,2,194.3452,4,1,2,1,4502.1396,0,0,0,1,0,0,0,0,0,0
FDV14,19.85,0,0.044566659,1,88.5856,14,1,0,2,703.0848,0,0,0,0,0,0,0,0,0,1
FDB60,9.3,0,0.028638276,2,195.8136,4,1,2,1,2138.5496,0,0,0,1,0,0,0,0,0,0
FDU43,12.857645184135976,1,0.057762300999999995,2,237.3564,28,1,2,3,2145.2076,0,0,0,0,0,1,0,0,0,0
DRH11,5.98,0,0.075711199,1,55.6614,11,2,2,2,331.5684,0,0,0,0,0,0,0,1,0,0
FDC48,12.857645184135976,0,0.027767577,2,82.1592,28,0,0,0,412.796,0,0,0,0,1,0,0,0,0,0
DRK39,7.02,0,0.049865399000000005,1,82.925,16,0,0,2,1165.15,0,0,0,0,0,0,0,0,1,0
FDB20,7.72,0,0.052061483,2,76.7986,14,1,0,2,1324.2762,0,0,0,0,0,0,0,0,0,1
FDE51,5.925,1,0.09638705300000001,1,45.6086,26,2,2,2,356.8688,0,1,0,0,0,0,0,0,0,0
FDX36,9.695,1,0.128176489,2,224.8404,26,2,2,2,3600.6464,0,1,0,0,0,0,0,0,0,0
NCT29,12.6,0,0.064110725,1,122.3414,16,0,0,2,243.6828,0,0,0,0,0,0,0,0,1,0
FDU45,15.6,1,0.035561344,2,112.1518,14,1,0,2,1821.6288,0,0,0,0,0,0,0,0,0,1
FDF56,16.7,1,0.119647957,2,180.9976,14,1,0,2,4165.2448,0,0,0,0,0,0,0,0,0,1
FDW07,18.0,1,0.238831875,2,88.2514,15,2,2,0,88.5514,1,0,0,0,0,0,0,0,0,0
FDR52,12.857645184135976,1,0.07567633900000001,2,190.4846,28,1,2,3,8789.8916,0,0,0,0,0,1,0,0,0,0
FDB45,20.85,0,0.021416681,2,104.6306,4,1,2,1,1149.8366,0,0,0,1,0,0,0,0,0,0
NCT42,12.857645184135976,0,0.024766802,2,151.0392,28,1,2,3,3281.0624,0,0,0,0,0,1,0,0,0,0
FDP52,18.7,1,0.07069172900000001,2,230.201,16,0,0,2,5742.525,0,0,0,0,0,0,0,0,1,0
FDI50,12.857645184135976,1,0.030693309,0,228.0352,28,1,2,3,10306.584,0,0,0,0,0,1,0,0,0,0
FDU48,18.85,0,0.055671582000000004,2,133.3284,6,2,2,2,263.6568,0,0,1,0,0,0,0,0,0,0
FDS43,11.65,0,0.040507228,2,186.924,9,0,2,2,2237.0879999999997,0,0,0,0,0,0,1,0,0,0
NCM41,16.5,0,0.035626319,1,93.11200000000001,26,2,2,2,932.12,0,1,0,0,0,0,0,0,0,0
FDP37,15.6,0,0.143688905,0,128.1994,4,1,2,1,2184.4898,0,0,0,1,0,0,0,0,0,0
FDJ44,12.3,1,0.10654288599999999,2,173.2396,11,2,2,2,3139.9128,0,0,0,0,0,0,0,1,0,0
FDY38,12.857645184135976,1,0.208662546,1,231.83,28,0,0,0,466.06,0,0,0,0,1,0,0,0,0,0
FDC20,10.65,0,0.024107056,2,56.6272,6,2,2,2,447.4176,0,0,1,0,0,0,0,0,0,0
FDF02,16.2,0,0.104058452,0,102.499,6,2,2,2,2063.98,0,0,1,0,0,0,0,0,0,0
FDX38,10.5,1,0.048403392,1,48.2376,4,1,2,1,527.3136,0,0,0,1,0,0,0,0,0,0
FDN50,12.857645184135976,1,0.026391402999999997,0,92.81200000000001,28,1,2,3,2609.936,0,0,0,0,0,1,0,0,0,0
FDA07,7.55,1,0.031007381,2,123.4072,11,2,2,2,2082.6224,0,0,0,0,0,0,0,1,0,0
FDT49,12.857645184135976,0,0.150672399,0,104.728,28,1,2,3,2450.144,0,0,0,0,0,1,0,0,0,0
FDA09,13.35,1,0.149598628,2,179.46599999999998,14,1,0,2,3775.086,0,0,0,0,0,0,0,0,0,1
FDV43,16.0,0,0.077290355,2,44.5086,6,2,2,2,713.7376,0,0,1,0,0,0,0,0,0,0
FDK58,12.857645184135976,1,0.078758649,2,103.0016,28,0,0,0,202.4032,0,0,0,0,1,0,0,0,0,0
FDL22,16.85,0,0.036359891,2,90.7488,26,2,2,2,2263.72,0,1,0,0,0,0,0,0,0,0
FDP56,8.185,0,0.046747070999999994,2,49.9692,6,2,2,2,837.5764,0,0,1,0,0,0,0,0,0,0
DRL47,19.7,0,0.0,1,125.9362,14,1,0,2,1635.8706,0,0,0,0,0,0,0,0,0,1
NCT17,10.8,0,0.041865848,1,189.7214,16,0,0,2,5841.0634,0,0,0,0,0,0,0,0,1,0
FDR12,12.6,1,0.031713126,2,172.5764,6,2,2,2,1030.6584,0,0,1,0,0,0,0,0,0,0
FDD39,16.7,0,0.07044068,1,216.885,4,1,2,1,6275.165,0,0,0,1,0,0,0,0,0,0
FDG04,13.1,0,0.006087409,2,185.0898,4,1,2,1,1870.898,0,0,0,1,0,0,0,0,0,0
FDV19,14.85,1,0.035456465,2,162.2578,6,2,2,2,3690.5294,0,0,1,0,0,0,0,0,0,0
FDS55,12.857645184135976,0,0.142107998,2,150.3734,28,0,0,0,296.9468,0,0,0,0,1,0,0,0,0,0
FDM50,13.0,1,0.030064132,0,58.022,26,2,2,2,898.83,0,1,0,0,0,0,0,0,0,0
DRF13,12.1,0,0.029781362999999998,1,146.9444,16,0,0,2,1596.5884,0,0,0,0,0,0,0,0,1,0
FDJ48,11.3,0,0.056387854,2,245.4118,26,2,2,2,6669.3186,0,1,0,0,0,0,0,0,0,0
FDM20,10.0,0,0.038653608,2,245.4144,26,2,2,2,7105.4176,0,1,0,0,0,0,0,0,0,0
FDP24,20.6,0,0.083172413,2,121.0756,11,2,2,2,1696.4584,0,0,0,0,0,0,0,1,0,0
FDC16,11.5,1,0.020565921,1,86.054,9,0,2,2,1384.864,0,0,0,0,0,0,1,0,0,0
NCB42,11.8,0,0.008609602,1,114.8492,6,2,2,2,1390.1904,0,0,1,0,0,0,0,0,0,0
FDN01,8.895,0,0.121180705,0,177.037,15,2,2,0,176.437,1,0,0,0,0,0,0,0,0,0
FDT34,9.3,0,0.174703862,2,104.0964,11,2,2,2,1788.3388,0,0,0,0,0,0,0,1,0,0
FDA52,12.857645184135976,1,0.12780038800000001,2,177.037,28,1,2,3,4587.362,0,0,0,0,0,1,0,0,0,0
NCC18,19.1,0,0.296713665,2,171.8422,15,2,2,0,1034.6532,1,0,0,0,0,0,0,0,0,0
NCR41,17.85,0,0.018125948,1,94.9094,6,2,2,2,761.6752,0,0,1,0,0,0,0,0,0,0
FDX23,6.445,0,0.029859711,2,94.1436,6,2,2,2,1418.154,0,0,1,0,0,0,0,0,0,0
FDP39,12.65,0,0.116203156,1,53.5324,15,2,2,0,415.4592,1,0,0,0,0,0,0,0,0,0
NCH07,13.15,0,0.09264951,2,157.8604,9,0,2,2,3803.0496,0,0,0,0,0,0,1,0,0,0
FDW47,12.857645184135976,0,0.081197035,0,121.7414,28,0,0,0,365.5242,0,0,0,0,1,0,0,0,0,0
DRD13,15.0,0,0.049070182999999996,1,61.9168,9,0,2,2,767.0016,0,0,0,0,0,0,1,0,0,0
FDR48,11.65,0,0.131394793,2,151.9024,26,2,2,2,1669.8264,0,1,0,0,0,0,0,0,0,0
FDE17,20.1,1,0.0,2,152.2366,15,2,2,0,151.1366,1,0,0,0,0,0,0,0,0,0
FDP60,17.35,0,0.0,2,102.9016,16,0,0,2,1922.8304,0,0,0,0,0,0,0,0,1,0
FDD57,18.1,0,0.022526293,2,95.0094,6,2,2,2,1713.7692,0,0,1,0,0,0,0,0,0,0
FDW13,8.5,0,0.16383895099999998,0,51.3324,15,2,2,0,311.5944,1,0,0,0,0,0,0,0,0,0
FDN24,14.1,0,0.11349714,2,56.1956,11,2,2,2,1364.89,0,0,0,0,0,0,0,1,0,0
FDJ34,11.8,1,0.09418548300000001,2,126.2704,6,2,2,2,2002.7264,0,0,1,0,0,0,0,0,0,0
FDD46,6.035,0,0.14113846,2,155.0998,26,2,2,2,3691.1952,0,1,0,0,0,0,0,0,0,0
FDF46,12.857645184135976,0,0.164006137,2,113.2834,28,0,0,0,575.9169999999999,0,0,0,0,1,0,0,0,0,0
NCE43,12.5,0,0.17314115,2,168.4448,15,2,2,0,170.4448,1,0,0,0,0,0,0,0,0,0
FDN27,20.85,0,0.039555016,1,116.8808,9,0,2,2,820.2656,0,0,0,0,0,0,1,0,0,0
FDW52,14.0,1,0.037580877,2,162.6526,14,1,0,2,4275.7676,0,0,0,0,0,0,0,0,0,1
DRH03,17.25,0,0.035064318,1,92.412,16,0,0,2,1304.968,0,0,0,0,0,0,0,0,1,0
NCM29,11.5,0,0.017678008000000002,1,129.2626,11,2,2,2,1705.1138,0,0,0,0,0,0,0,1,0,0
FDR58,6.675,0,0.041986639000000006,2,93.2462,14,1,0,2,1480.7392,0,0,0,0,0,0,0,0,0,1
FDY50,5.8,0,0.130955811,1,90.3172,16,0,0,2,1338.2579999999998,0,0,0,0,0,0,0,0,1,0
FDE16,8.895,0,0.026492726,2,208.4954,6,2,2,2,6251.861999999999,0,0,1,0,0,0,0,0,0,0
NCE31,7.67,0,0.185130961,2,32.9216,14,1,0,2,588.5672,0,0,0,0,0,0,0,0,0,1
FDE53,10.895,0,0.026934673,2,106.12799999999999,11,2,2,2,319.584,0,0,0,0,0,0,0,1,0,0
DRK11,8.21,0,0.0,1,148.2392,11,2,2,2,1491.392,0,0,0,0,0,0,0,1,0,0
DRH13,8.575,0,0.023866079,1,107.12799999999999,26,2,2,2,958.752,0,1,0,0,0,0,0,0,0,0
FDA11,7.75,0,0.043414959,2,93.1436,4,1,2,1,1418.154,0,0,0,1,0,0,0,0,0,0
DRL35,12.857645184135976,0,0.030554947000000002,1,41.876999999999995,28,1,2,3,1125.202,0,0,0,0,0,1,0,0,0,0
DRF36,12.857645184135976,0,0.023463124,1,190.6846,28,1,2,3,9554.23,0,0,0,0,0,1,0,0,0,0
FDI07,12.35,1,0.033951827000000004,1,197.2426,6,2,2,2,2966.139,0,0,1,0,0,0,0,0,0,0
FDI32,17.7,0,0.174228338,2,117.1834,26,2,2,2,691.1004,0,1,0,0,0,0,0,0,0,0
DRL60,8.52,0,0.027169588999999997,1,151.0682,4,1,2,1,1829.6184,0,0,0,1,0,0,0,0,0,0
NCY17,18.2,0,0.16306529999999997,1,43.3086,9,0,2,2,758.3462,0,0,0,0,0,0,1,0,0,0
DRH36,12.857645184135976,0,0.058444175999999994,1,73.0696,28,0,0,0,223.7088,0,0,0,0,1,0,0,0,0,0
FDX02,16.0,0,0.057049301,1,225.9404,9,0,2,2,1350.2424,0,0,0,0,0,0,1,0,0,0
FDG46,8.63,1,0.032960823,2,115.0518,14,1,0,2,1366.2216,0,0,0,0,0,0,0,0,0,1
FDM60,10.8,1,0.0,2,40.7138,6,2,2,2,406.13800000000003,0,0,1,0,0,0,0,0,0,0
FDJ22,18.75,0,0.053025370999999995,2,192.5504,4,1,2,1,2109.2544,0,0,0,1,0,0,0,0,0,0
FDU59,5.78,0,0.096306016,0,161.9552,26,2,2,2,2111.9176,0,1,0,0,0,0,0,0,0,0
FDL38,13.8,1,0.014762987,0,90.7172,11,2,2,2,1338.2579999999998,0,0,0,0,0,0,0,1,0,0
FDZ23,17.75,1,0.067446626,2,184.72400000000002,26,2,2,2,1677.816,0,1,0,0,0,0,0,0,0,0
FDX52,11.5,1,0.042173667000000005,2,194.68200000000002,4,1,2,1,2316.984,0,0,0,1,0,0,0,0,0,0
NCB42,11.8,0,0.008578539,1,117.6492,11,2,2,2,1158.492,0,0,0,0,0,0,0,1,0,0
NCU18,15.1,0,0.056155909000000004,2,140.5496,6,2,2,2,2681.8424,0,0,1,0,0,0,0,0,0,0
FDI32,12.857645184135976,0,0.305305397,2,116.6834,28,0,0,0,460.7336,0,0,0,0,1,0,0,0,0,0
DRZ11,8.85,1,0.11257118699999999,1,122.0388,26,2,2,2,1609.9044,0,1,0,0,0,0,0,0,0,0
NCL54,12.6,0,0.083221904,2,174.5054,6,2,2,2,2626.5809999999997,0,0,1,0,0,0,0,0,0,0
FDS19,13.8,1,0.064195136,2,75.8012,9,0,2,2,1138.518,0,0,0,0,0,0,1,0,0,0
DRB13,6.115,1,0.0070552919999999995,1,188.653,14,1,0,2,3605.3070000000002,0,0,0,0,0,0,0,0,0,1
DRI51,17.25,0,0.070703828,1,170.3764,15,2,2,0,343.5528,1,0,0,0,0,0,0,0,0,0
FDS57,12.857645184135976,0,0.102941345,2,142.047,28,1,2,3,2719.7929999999997,0,0,0,0,0,1,0,0,0,0
FDT39,6.26,1,0.009887927,1,150.7366,11,2,2,2,2418.1856,0,0,0,0,0,0,0,1,0,0
FDH48,13.5,0,0.101231721,2,86.25399999999999,15,2,2,0,173.108,1,0,0,0,0,0,0,0,0,0
NCB18,19.6,0,0.069112952,2,90.1514,15,2,2,0,442.75699999999995,1,0,0,0,0,0,0,0,0,0
FDR25,12.857645184135976,1,0.138846289,0,263.7884,28,1,2,3,1324.942,0,0,0,0,0,1,0,0,0,0
FDV21,11.5,0,0.171050595,2,126.3704,9,0,2,2,3880.2824,0,0,0,0,0,0,1,0,0,0
DRH23,14.65,0,0.0,1,54.9614,14,1,0,2,552.614,0,0,0,0,0,0,0,0,0,1
FDS52,8.89,0,0.005496816,2,102.8016,4,1,2,1,1012.0160000000001,0,0,0,1,0,0,0,0,0,0
NCC31,8.02,0,0.033259081,2,154.2972,15,2,2,0,1090.5804,1,0,0,0,0,0,0,0,0,0
FDU03,18.7,1,0.09209592400000001,1,183.3292,6,2,2,2,2006.7212,0,0,1,0,0,0,0,0,0,0
FDG50,7.405,0,0.015295536,0,89.7146,14,1,0,2,547.2876,0,0,0,0,0,0,0,0,0,1
FDY31,5.98,0,0.043526599000000006,2,148.4418,26,2,2,2,2354.2688,0,1,0,0,0,0,0,0,0,0
FDX39,12.857645184135976,1,0.049435598,1,209.7586,28,1,2,3,5487.5236,0,0,0,0,0,1,0,0,0,0
FDE46,12.857645184135976,0,0.027610698,2,149.5366,28,0,0,0,604.5464,0,0,0,0,1,0,0,0,0,0
NCN29,15.2,0,0.012141036000000001,1,48.7034,11,2,2,2,680.4476,0,0,0,0,0,0,0,1,0,0
DRF13,12.1,0,0.029949818,1,146.3444,6,2,2,2,3773.7544,0,0,1,0,0,0,0,0,0,0
FDT46,12.857645184135976,0,0.053939315,2,52.1008,28,0,0,0,50.6008,0,0,0,0,1,0,0,0,0,0
FDS58,9.285,1,0.0,2,161.5578,16,0,0,2,4653.2762,0,0,0,0,0,0,0,0,1,0
FDX52,12.857645184135976,1,0.073541072,2,192.282,28,0,0,0,386.164,0,0,0,0,1,0,0,0,0,0
FDP27,8.155,0,0.199935881,1,188.453,15,2,2,0,379.506,1,0,0,0,0,0,0,0,0,0
FDX44,9.3,0,0.04303334599999999,2,89.4172,14,1,0,2,1159.8236,0,0,0,0,0,0,0,0,0,1
DRO35,13.85,0,0.034570357,1,117.4492,16,0,0,2,3243.7776,0,0,0,0,0,0,0,0,1,0
FDC59,16.7,1,0.054739692,0,65.7168,11,2,2,2,1086.5856,0,0,0,0,0,0,0,1,0,0
FDB12,11.15,1,0.105471384,2,105.8648,14,1,0,2,1973.4312,0,0,0,0,0,0,0,0,0,1
FDU26,16.7,1,0.042610897,1,117.2782,9,0,2,2,715.0692,0,0,0,0,0,0,1,0,0,0
NCF30,17.0,0,0.126758324,2,124.5362,4,1,2,1,1132.5258,0,0,0,1,0,0,0,0,0,0
FDX20,7.365,0,0.042524835,2,228.372,26,2,2,2,4527.44,0,1,0,0,0,0,0,0,0,0
FDN02,16.5,0,0.07381378799999999,0,207.2638,9,0,2,2,5383.6588,0,0,0,0,0,0,1,0,0,0
DRC27,13.8,0,0.097251621,1,245.7802,15,2,2,0,245.6802,1,0,0,0,0,0,0,0,0,0
FDZ38,12.857645184135976,0,0.014008751000000002,1,171.3422,28,0,0,0,862.211,0,0,0,0,1,0,0,0,0,0
DRH25,18.7,0,0.02442574,1,52.9324,15,2,2,0,51.9324,1,0,0,0,0,0,0,0,0,0
FDK21,7.905,0,0.010012319,2,250.4408,16,0,0,2,3004.0896,0,0,0,0,0,0,0,0,1,0
FDT01,13.65,1,0.18445404399999998,0,211.4902,14,1,0,2,4035.4138,0,0,0,0,0,0,0,0,0,1
FDZ09,17.6,0,0.105042025,2,163.8868,14,1,0,2,3111.9492,0,0,0,0,0,0,0,0,0,1
DRL37,15.5,0,0.053589594000000004,1,44.177,4,1,2,1,173.108,0,0,0,1,0,0,0,0,0,0
FDN49,17.25,1,0.125734578,0,41.748000000000005,4,1,2,1,199.74,0,0,0,1,0,0,0,0,0,0
FDC22,6.89,1,0.136705075,2,194.882,11,2,2,2,4440.8859999999995,0,0,0,0,0,0,0,1,0,0
FDT33,7.81,1,0.03412912,2,165.1158,4,1,2,1,1838.2738,0,0,0,1,0,0,0,0,0,0
NCB43,20.2,0,0.10031931699999999,2,188.6898,4,1,2,1,3367.6164,0,0,0,1,0,0,0,0,0,0
DRI25,12.857645184135976,0,0.033737273,1,56.6614,28,1,2,3,607.8754,0,0,0,0,0,1,0,0,0,0
FDD21,10.3,1,0.030569229,2,113.1176,16,0,0,2,4695.2216,0,0,0,0,0,0,0,0,1,0
FDS23,4.635,0,0.14086247,0,126.4994,9,0,2,2,1670.4922,0,0,0,0,0,0,1,0,0,0
FDS13,6.465,0,0.208397715,0,265.2884,15,2,2,0,264.9884,1,0,0,0,0,0,0,0,0,0
DRI03,12.857645184135976,0,0.039751236,1,176.9028,28,0,0,0,708.4112,0,0,0,0,1,0,0,0,0,0
FDU58,6.61,1,0.0,2,186.4898,11,2,2,2,2993.4368,0,0,0,0,0,0,0,1,0,0
FDL09,12.857645184135976,1,0.127416049,2,167.4816,28,1,2,3,1006.6896,0,0,0,0,0,1,0,0,0,0
FDS12,9.1,0,0.291438755,2,126.8362,15,2,2,0,125.8362,1,0,0,0,0,0,0,0,0,0
FDP03,5.15,1,0.06112617,1,122.5388,26,2,2,2,371.5164,0,1,0,0,0,0,0,0,0,0
FDI21,12.857645184135976,1,0.056328717,2,63.9168,28,1,2,3,1597.92,0,0,0,0,0,1,0,0,0,0
FDW45,18.0,0,0.03901099,2,147.7418,16,0,0,2,4119.9704,0,0,0,0,0,0,0,0,1,0
NCA18,10.1,0,0.09386236199999999,2,115.9492,15,2,2,0,231.6984,1,0,0,0,0,0,0,0,0,0
FDN32,12.857645184135976,0,0.015485016,2,185.6266,28,1,2,3,4979.5182,0,0,0,0,0,1,0,0,0,0
FDR15,12.857645184135976,1,0.033276066,1,153.8314,28,1,2,3,3723.1536,0,0,0,0,0,1,0,0,0,0
DRK11,8.21,0,0.010781158,1,149.9392,14,1,0,2,1938.8096,0,0,0,0,0,0,0,0,0,1
DRG49,7.81,0,0.067730081,1,242.6486,4,1,2,1,2199.1374,0,0,0,1,0,0,0,0,0,0
FDD29,12.15,0,0.018410515,2,252.1698,16,0,0,2,2283.0282,0,0,0,0,0,0,0,0,1,0
FDE33,19.35,1,0.083079826,2,80.3644,15,2,2,0,157.1288,1,0,0,0,0,0,0,0,0,0
FDJ58,15.6,1,0.17624403800000002,2,173.6764,15,2,2,0,515.3292,1,0,0,0,0,0,0,0,0,0
FDM46,7.365,0,0.16021655199999998,2,93.512,14,1,0,2,1677.816,0,0,0,0,0,0,0,0,0,1
FDD23,9.5,1,0.04867632400000001,0,187.7898,9,0,2,2,2057.9878,0,0,0,0,0,0,1,0,0,0
DRM35,12.857645184135976,0,0.070103425,1,179.4344,28,1,2,3,5888.3352,0,0,0,0,0,1,0,0,0,0
DRC25,5.73,0,0.045556680999999995,1,85.3882,4,1,2,1,1288.323,0,0,0,1,0,0,0,0,0,0
FDL36,15.1,0,0.076193763,2,89.78299999999999,14,1,0,2,2247.075,0,0,0,0,0,0,0,0,0,1
FDD41,6.765,1,0.08718748800000001,2,105.5306,26,2,2,2,1567.9589999999998,0,1,0,0,0,0,0,0,0,0
FDV19,14.85,1,0.035311852000000005,2,160.9578,14,1,0,2,4813.734,0,0,0,0,0,0,0,0,0,1
FDR44,6.11,1,0.103080901,2,131.2968,14,1,0,2,1957.4520000000002,0,0,0,0,0,0,0,0,0,1
FDX50,20.1,0,0.075049323,1,110.4228,6,2,2,2,1105.228,0,0,1,0,0,0,0,0,0,0
DRC25,5.73,0,0.045463870999999996,1,85.2882,11,2,2,2,2061.3168,0,0,0,0,0,0,0,1,0,0
FDA15,12.857645184135976,0,0.015944801,1,249.5092,28,1,2,3,6474.2392,0,0,0,0,0,1,0,0,0,0
FDX22,6.785,1,0.022974812,2,208.7928,16,0,0,2,5890.9984,0,0,0,0,0,0,0,0,1,0
FDJ50,8.645,0,0.021629781,0,51.9982,11,2,2,2,999.3658,0,0,0,0,0,0,0,1,0,0
FDT13,12.857645184135976,0,0.032516546,0,188.8214,28,0,0,0,753.6856,0,0,0,0,1,0,0,0,0,0
FDN12,15.6,0,0.08103643599999999,2,112.3544,26,2,2,2,2572.6512,0,1,0,0,0,0,0,0,0,0
FDD58,7.76,0,0.059472609,2,98.77,11,2,2,2,1298.31,0,0,0,0,0,0,0,1,0,0
FDM04,9.195,1,0.047081397999999997,2,51.1666,26,2,2,2,1179.1318,0,1,0,0,0,0,0,0,0,0
FDA23,9.8,0,0.047260402,2,102.8016,14,1,0,2,1922.8304,0,0,0,0,0,0,0,0,0,1
FDW28,18.25,0,0.148673586,2,197.2452,15,2,2,0,195.7452,1,0,0,0,0,0,0,0,0,0
FDA45,21.25,0,0.15601263099999998,2,177.33700000000002,4,1,2,1,2822.992,0,0,0,1,0,0,0,0,0,0
NCO26,7.235,0,0.077011493,2,117.3492,11,2,2,2,1506.0396,0,0,0,0,0,0,0,1,0,0
FDV26,20.25,1,0.07614605,1,197.0794,9,0,2,2,4681.9056,0,0,0,0,0,0,1,0,0,0
FDC50,12.857645184135976,0,0.135836915,0,93.8094,28,1,2,3,3237.1196,0,0,0,0,0,1,0,0,0,0
NCV05,12.857645184135976,0,0.030062224,1,154.3656,28,1,2,3,2471.4496,0,0,0,0,0,1,0,0,0,0
FDW48,18.0,0,0.008575615,2,80.2618,4,1,2,1,644.4944,0,0,0,1,0,0,0,0,0,0
FDS55,7.02,0,0.081096635,2,148.4734,26,2,2,2,3563.3616,0,1,0,0,0,0,0,0,0,0
FDX32,15.1,1,0.100060762,2,144.0786,11,2,2,2,2600.6148,0,0,0,0,0,0,0,1,0,0
FDC53,8.68,0,0.008834023,2,100.0384,9,0,2,2,2266.3832,0,0,0,0,0,0,1,0,0,0
FDG35,21.2,1,0.007069661999999999,0,175.7738,4,1,2,1,1911.5118,0,0,0,1,0,0,0,0,0,0
NCC30,16.6,0,0.046161923,2,176.6344,15,2,2,0,356.8688,1,0,0,0,0,0,0,0,0,0
NCZ17,12.15,0,0.079592733,1,37.3506,11,2,2,2,645.1602,0,0,0,0,0,0,0,1,0,0
FDZ56,16.25,0,0.025776993999999998,2,169.9474,14,1,0,2,2863.6058,0,0,0,0,0,0,0,0,0,1
NCS05,11.5,0,0.020960615,1,133.2942,26,2,2,2,2649.884,0,1,0,0,0,0,0,0,0,0
DRC25,12.857645184135976,0,0.0,1,87.3882,28,1,2,3,1374.2112,0,0,0,0,0,1,0,0,0,0
FDW59,13.15,0,0.020715913,0,83.5566,16,0,0,2,1268.349,0,0,0,0,0,0,0,0,1,0
FDB36,5.465,1,0.048801674,2,132.1626,6,2,2,2,1573.9512,0,0,1,0,0,0,0,0,0,0
FDT37,14.15,0,0.0,0,253.7014,11,2,2,2,5865.0322,0,0,0,0,0,0,0,1,0,0
FDG47,12.8,0,0.06960567599999999,0,261.9252,9,0,2,2,4984.1788,0,0,0,0,0,0,1,0,0,0
FDM45,8.655,1,0.088373591,2,119.3756,11,2,2,2,1454.1072,0,0,0,0,0,0,0,1,0,0
FDQ40,12.857645184135976,1,0.035853059,2,176.8712,28,1,2,3,3691.1952,0,0,0,0,0,1,0,0,0,0
FDF34,9.3,1,0.01404119,2,199.1084,14,1,0,2,396.8168,0,0,0,0,0,0,0,0,0,1
FDP24,20.6,0,0.083473583,2,120.8756,6,2,2,2,1211.756,0,0,1,0,0,0,0,0,0,0
FDT55,12.857645184135976,1,0.07643454200000001,2,155.8946,28,0,0,0,473.3838,0,0,0,0,1,0,0,0,0,0
FDH60,19.7,1,0.08073703,2,197.011,16,0,0,2,3338.987,0,0,0,0,0,0,0,0,1,0
FDF57,14.5,1,0.0,2,169.6448,9,0,2,2,2045.3376,0,0,0,0,0,0,1,0,0,0
NCX29,10.0,0,0.08915252800000001,1,147.7102,16,0,0,2,437.4306,0,0,0,0,0,0,0,0,1,0
FDD34,7.945,0,0.015863075,2,161.821,26,2,2,2,2446.815,0,1,0,0,0,0,0,0,0,0
FDQ15,20.35,1,0.151308326,1,81.7276,14,1,0,2,2030.69,0,0,0,0,0,0,0,0,0,1
FDL12,15.85,1,0.12160972199999999,2,60.222,9,0,2,2,539.298,0,0,0,0,0,0,1,0,0,0
FDS22,16.85,1,0.023135131,2,44.8428,26,2,2,2,703.0848,0,1,0,0,0,0,0,0,0,0
NCM29,11.5,0,0.017714096000000002,1,132.9626,4,1,2,1,1442.7886,0,0,0,1,0,0,0,0,0,0
FDO24,11.1,0,0.0,2,156.4604,14,1,0,2,2376.906,0,0,0,0,0,0,0,0,0,1
NCJ43,6.635,0,0.027069402000000003,2,174.9396,16,0,0,2,1744.396,0,0,0,0,0,0,0,0,1,0
FDA37,7.81,1,0.055226755,0,123.1046,16,0,0,2,871.5322,0,0,0,0,0,0,0,0,1,0
NCM07,9.395,0,0.040124625,0,85.1908,4,1,2,1,1342.2528,0,0,0,1,0,0,0,0,0,0
FDT49,7.0,0,0.151376958,0,108.228,9,0,2,2,1171.808,0,0,0,0,0,0,1,0,0,0
FDP23,6.71,0,0.03558013,0,217.5166,9,0,2,2,4572.0486,0,0,0,0,0,0,1,0,0,0
DRF51,15.75,0,0.166513779,1,38.0506,4,1,2,1,265.6542,0,0,0,1,0,0,0,0,0,0
NCZ41,19.85,0,0.06478563,1,123.7704,6,2,2,2,2503.408,0,0,1,0,0,0,0,0,0,0
DRJ11,9.5,0,0.085223447,1,189.2872,14,1,0,2,6050.7904,0,0,0,0,0,0,0,0,0,1
FDP37,15.6,0,0.143915417,0,127.5994,6,2,2,2,2441.4886,0,0,1,0,0,0,0,0,0,0
FDT60,12.857645184135976,0,0.13227533800000002,2,123.8388,28,0,0,0,123.8388,0,0,0,0,1,0,0,0,0,0
FDA09,13.35,1,0.149338159,2,178.666,9,0,2,2,1797.66,0,0,0,0,0,0,1,0,0,0
FDJ46,11.1,0,0.044823438,2,174.2054,16,0,0,2,1926.1594,0,0,0,0,0,0,0,0,1,0
